"","idade","genero","estado","cor","eb","es","ies","anocurso","curso","mediag","turno","formato","opcaouni","opçãocurso","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","ce1","ce2","ce3","ce4","ce5","ce6","ce7","ce8","ce9","ce10","ce11","ce12","ce13","ce14","ce15","ce16","ce17","ce18","re1","re2","re3","re4","re5","re6","re7","re8","re9","re10","re11","re12","re13","re14","re15","re16","re17","re18","re19","re20","re21","re22","re23","re24","rv1","rv2","rv3","rv4","rv5","rv6","rv7","rv8","rv9","rv10","rv11","rv12","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","p29","p30","p31","p32","p33","p34","p35","p36","p37","p38","p39","p40","p41","p42","p43","p44","ib1","ib2","ib3","ib4","ib5","ib6","ib7","ib8","ib9","ib10","ib11","ib12","ib13","ib14","ib15","ib16","ib17","ib18","qaes_projcar","qaes_adptsoc","qaes_apesemo","qaes_adptest","qaes_adptins","qaes_totalsc","tce","rv","tre_efi","tre_ine","extrover","neurotic","conscien","abertura","amabilid","nse"
"30",28,"Feminino",1,"Branco",1,"Estácio",2,5,"Psicologia",8.22,3,2,1,1,5,5,4,5,3,2,5,4,3,3,3,5,3,3,4,5,3,1,5,2,2,1,1,2,3,2,5,1,3,4,5,5,3,5,5,4,2,3,2,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,5,1,2,4,1,1,1,1,5,5,4,1,1,5,2,2,5,1,4,1,5,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,5,2,5,1,2,1,5,3,1,5,5,3,5,2,4,3,5,5,4,5,1,5,2,2,1,5,1,3,5,2,3,1,3,1,3,5,4,1,4,1,2,2,2,1,2,1,3,1,1,2,2,2,2,3,2,3,1,3.625,3.875,3.5,2.5,3.5,3.2,16,8,6,9,1.25,3.16666666666667,2.83333333333333,2.77777777777778,5,3
"31",30,"Feminino",1,"Preto",1,"Estácio do Recife",2,5,"Psicologia",9,3,1,1,1,4,4,4,4,5,4,5,3,1,5,4,5,4,1,5,5,4,3,2,5,3,4,4,1,5,3,4,3,1,5,4,5,5,1,5,4,5,5,1,5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,2,4,1,1,4,1,5,5,5,1,1,4,4,5,1,3,5,3,5,1,1,1,1,1,1,0,0,1,1,1,1,2,3,1,3,1,5,1,5,3,1,1,4,3,3,5,4,1,5,1,5,4,1,3,3,4,4,5,1,4,1,5,4,4,2,4,2,1,1,4,4,4,3,3,3,1,2,1,1,1,2,1,3,1,1,2,2,1,2,3,2,7,1,5,4.5,1.5,3.875,3.875,4.35,17,10,6,7,2.375,2.16666666666667,4.66666666666667,3.22222222222222,5,1
"32",23,"Feminino",1,"Branco",2,"UFPE",1,5,"Ciências Biológicas",8.1,1,1,1,2,4,5,3,4,3,4,1,2,5,4,4,2,4,5,3,4,3,1,5,3,2,3,1,5,3,5,4,1,5,3,4,3,4,5,2,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,5,5,3,1,4,2,3,4,1,5,5,4,1,1,5,4,3,4,2,5,5,5,1,1,1,1,1,1,1,1,0,1,0,0,4,5,4,3,2,4,3,5,2,4,2,5,4,2,5,3,5,4,4,4,2,5,4,2,4,4,4,5,3,1,4,3,4,5,4,3,1,2,3,5,5,4,3,2,1,2,2,1,2,2,1,3,1,2,2,2,1,2,3,3,2,1,3.125,3.125,4.875,2.5,3.875,2.75,17,9,6,4,2.5,3.66666666666667,2.5,3.11111111111111,4.66666666666667,2
"33",35,"Feminino",1,"Preto",2,"Estácio recife",2,5,"Psicologia",7.61,1,1,2,2,5,3,5,4,5,5,3,5,4,5,5,3,5,2,5,4,2,4,5,5,5,2,5,1,5,5,3,4,1,5,5,2,5,2,5,5,2,5,4,5,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,5,5,1,3,5,1,1,5,1,5,5,5,1,2,5,2,5,3,1,5,5,5,1,1,1,1,0,1,1,0,0,0,0,1,3,1,4,4,4,5,1,4,4,4,4,5,4,4,5,5,3,4,4,5,4,2,4,3,5,3,5,4,4,2,5,5,4,4,5,3,4,2,4,4,4,4,4,3,1,2,2,2,1,2,2,3,1,1,2,2,1,3,3,2,5,1,5,2.5,2.875,4.75,4.875,4.05,14,7,9,7,2.75,2.83333333333333,3.66666666666667,3.88888888888889,4.33333333333333,2
"34",21,"Feminino",1,"Branco",2,"Centro universitário Estacio do Recife",2,5,"Psicologia",8.38,3,1,1,1,4,5,5,4,5,3,4,4,1,5,1,5,2,3,4,5,5,4,5,5,1,4,2,4,5,3,5,1,3,5,5,5,4,5,3,4,2,5,5,5,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,2,3,5,5,2,4,5,2,1,5,1,5,5,5,1,4,5,1,5,5,1,5,1,5,1,1,1,1,1,0,1,0,1,1,0,1,2,2,3,5,2,5,4,5,2,2,1,5,2,3,5,5,3,5,4,5,2,2,5,5,2,2,5,5,1,1,5,5,2,1,4,3,3,1,1,5,5,5,5,1,1,2,2,1,1,2,1,3,2,1,2,2,2,2,3,2,2,1,4.625,4.375,3.75,3.375,3.25,3.575,13,9,10,5,1.625,2.33333333333333,4,1.77777777777778,5,2
"35",43,"Feminino",1,"Preto",2,"Estácio - FIR",2,1,"Psicologia",9.4,1,1,2,1,4,5,3,1,4,3,4,4,4,5,4,4,4,5,4,4,3,1,4,3,2,4,3,4,4,2,4,3,4,4,4,5,4,4,5,3,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,4,2,1,1,1,5,5,4,2,3,5,3,4,2,2,2,1,5,1,1,1,1,1,1,1,1,1,0,0,1,4,1,4,5,4,4,2,4,4,4,4,3,4,2,4,5,5,5,5,4,1,5,4,2,5,3,4,3,1,2,3,2,4,4,4,2,3,4,3,4,3,2,2,4,1,2,1,1,2,2,1,3,1,2,2,2,2,3,3,4,2,10,4.25,4,3.75,3.25,3.25,3.4,18,10,4,5,2.875,3.5,2.33333333333333,4,4.33333333333333,3
"36",23,"Masculino",1,"Branco",2,"Centro universitário Estácio do Recife",2,5,"Psicologia",9.49,3,1,2,1,5,5,5,4,5,3,5,4,2,5,5,5,5,2,5,4,5,2,2,4,3,5,5,2,5,1,5,2,3,5,4,5,5,1,5,4,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,5,2,1,2,5,1,2,1,5,5,4,2,3,5,2,5,3,1,5,4,5,1,1,1,1,0,1,1,1,1,1,0,1,5,2,4,3,4,4,1,5,3,1,3,3,5,5,5,2,3,5,2,4,5,3,4,3,5,5,5,5,3,2,4,3,5,1,5,3,4,2,5,4,1,2,1,5,1,2,2,2,1,2,1,3,1,1,2,2,2,2,3,4,2,1,4.875,5,2.25,4.125,3.625,4.275,18,10,7,4,4,1.5,3.5,4.55555555555556,5,3
"37",26,"Feminino",1,"Branco",1,"esuda",2,2,"psicologia",9.42,3,1,1,2,3,4,3,3,3,3,3,2,4,5,3,3,2,2,5,4,3,2,4,4,2,3,2,3,5,3,3,2,2,4,3,3,4,3,5,3,2,3,4,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,5,5,2,1,3,3,1,1,1,5,4,5,1,1,5,1,5,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,0,0,2,2,4,4,1,3,2,4,3,2,3,5,5,3,4,5,2,5,2,4,2,4,4,1,4,2,5,4,2,2,5,3,5,4,4,3,2,1,4,3,4,4,1,3,2,1,1,2,2,2,1,3,1,1,2,2,1,2,4,2,2,1,4.375,3,3.125,2.5,3,3.15,17,10,7,8,1.625,3,3.66666666666667,4,4.33333333333333,3
"38",43,"Feminino",1,"Branco",2,"Esuda",2,2,"Psicologia",8.9,3,2,2,2,5,5,5,3,5,5,5,5,4,5,5,5,5,2,5,5,5,5,4,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,5,2,5,3,2,4,5,3,4,4,1,5,5,5,1,2,4,2,5,1,1,5,3,5,1,1,1,1,1,1,1,1,1,0,1,0,5,1,4,5,4,5,1,5,4,3,4,3,3,3,5,1,1,5,1,5,3,3,2,5,5,5,5,2,5,2,5,5,5,2,4,3,5,1,5,5,5,1,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,4,4,3,7,5,4.75,4.875,3.875,5,5,4.35,13,10,7,3,4.625,3,4.66666666666667,4,5,3
"39",24,"Feminino",1,"Branco",1,"Centro Universitário Estacio do Recife",2,3,"Psicologia",7.99,3,4,2,1,2,4,3,5,5,2,3,3,5,5,4,3,5,5,4,4,3,3,5,3,1,3,3,5,5,3,2,3,5,5,1,2,4,5,5,1,3,4,5,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,5,5,1,2,4,1,1,1,1,5,4,5,1,2,4,1,3,3,1,3,1,5,1,1,1,1,1,0,1,0,1,1,0,0,2,2,1,5,1,4,4,5,3,3,3,5,4,3,5,5,2,5,3,4,1,4,3,3,5,2,1,3,3,2,5,3,3,5,5,3,3,2,4,4,5,4,3,3,1,2,2,2,1,2,1,3,1,1,2,2,1,2,3,2,2,1,4.625,2.875,5,3.5,2.25,2.85,16,8,6,8,1.875,3.66666666666667,3.66666666666667,3.66666666666667,5,2
"40",37,"Feminino",1,"Branco",2,"Centro Universitario Estácio de Sá",2,1,"Psicologia",8.75,1,2,1,2,4,5,5,5,5,4,4,1,3,5,5,3,3,3,5,5,3,3,5,5,4,4,3,3,3,3,3,3,4,5,3,3,3,4,5,3,3,4,5,5,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,5,1,5,5,1,1,3,1,1,3,1,5,4,5,1,1,5,1,5,3,1,3,4,5,1,1,1,0,1,0,1,0,1,1,0,0,5,1,5,3,5,5,3,5,5,5,3,5,3,4,5,1,1,5,1,5,1,1,1,1,5,5,5,5,3,1,5,3,5,5,5,5,3,5,5,3,5,1,5,1,1,2,2,1,1,2,1,3,1,1,2,2,2,2,2,3,4,3,4.75,3.5,4,3.125,3.875,3.45,12,7,7,8,4,4.5,4,3.66666666666667,5,2
"41",24,"Feminino",1,"Pardo",2,"UFRPE",1,4,"Administração",9.8,1,1,2,1,4,5,3,5,5,5,4,4,3,5,3,4,5,4,5,5,2,5,4,5,5,5,4,3,5,2,4,5,3,5,5,5,5,3,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,4,1,1,4,1,5,5,2,2,5,5,3,4,3,2,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,5,3,4,1,5,4,2,4,5,5,4,5,4,1,5,1,5,3,3,4,3,5,3,5,1,4,1,5,4,3,2,4,2,3,1,5,2,5,5,2,4,1,2,2,1,2,2,1,3,1,1,2,2,1,3,4,3,5,1,5,4.25,3.625,4.5,4.25,4.075,18,12,5,5,2.75,2.16666666666667,4.5,4.22222222222222,5,1
"42",29,"Feminino",1,"Preto",2,"Esuda",2,2,"Psicologia",9,3,1,1,1,4,5,5,2,3,5,4,4,1,3,5,4,4,1,5,5,4,2,1,3,3,4,4,1,4,2,4,2,2,4,4,4,5,1,5,4,4,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,1,2,3,1,1,2,1,4,3,4,1,1,5,1,4,3,1,3,3,5,1,1,1,1,1,1,1,1,1,1,0,1,5,3,3,4,4,4,1,4,4,1,4,3,4,4,4,3,3,4,3,4,3,3,3,2,4,4,4,1,4,1,4,3,4,3,3,3,4,3,3,4,3,2,1,4,1,2,2,2,2,2,1,3,2,2,2,2,2,2,4,3,2,10,3.875,4.125,1.25,3.875,4,4.125,18,11,2,8,3.875,2.5,3.33333333333333,3.88888888888889,4,4
"43",18,"Feminino",1,"Preto",2,"Estácio",2,1,"Psicologia",8.73,1,2,2,2,5,5,3,5,3,2,4,3,5,5,5,5,5,5,5,4,4,2,5,4,1,3,1,5,5,3,5,4,4,5,3,5,4,5,5,5,5,4,5,5,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,4,2,5,5,1,2,3,4,4,3,1,5,5,3,1,2,4,4,1,5,1,3,4,5,1,1,1,1,1,1,1,1,1,1,0,1,1,3,3,5,1,3,3,4,3,3,4,5,5,4,3,5,1,5,3,5,3,4,3,4,4,1,5,3,1,1,3,2,3,4,5,3,2,1,4,2,5,5,1,3,2,2,2,2,2,2,2,3,1,2,2,2,2,4,4,2,2,10,4.625,4.5,4.875,3.25,3.5,3.4,15,11,4,3,1.125,3,3.83333333333333,4,4,5
"44",32,"Feminino",1,"Branco",2,"ESUDA",2,4,"PSICOLOGIA",8.9,1,1,2,1,3,4,3,3,5,5,3,5,2,5,4,4,4,2,5,3,4,4,1,3,5,4,4,1,4,1,4,2,2,5,5,4,5,2,5,3,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,5,5,1,1,1,1,5,5,5,1,1,5,2,5,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,0,1,4,4,2,4,3,3,4,2,4,5,4,3,3,1,4,4,4,4,4,3,2,5,4,1,5,4,5,5,5,4,3,2,5,4,5,2,5,3,5,2,3,2,2,2,2,2,2,1,1,2,1,3,2,1,2,2,2,4,4,3,7,10,4.625,3.875,1.875,4,3.625,4.05,18,11,9,9,3.75,3.66666666666667,2.5,4.11111111111111,3.33333333333333,3
"45",21,"Feminino",1,"Preto",2,"Estácio",2,5,"Psicologia",8.46,3,4,2,1,3,1,3,5,5,1,1,4,5,3,1,1,3,5,5,4,1,4,5,2,1,1,4,5,2,1,1,1,5,3,3,1,5,5,3,1,1,5,5,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,1,3,5,1,3,4,3,2,2,1,5,5,5,1,1,5,5,5,4,1,5,1,5,1,1,1,1,1,0,1,0,1,1,0,1,3,5,5,5,1,5,4,5,5,3,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,3,5,1,3,1,3,3,3,5,5,5,5,1,5,5,5,5,1,5,1,2,2,1,1,2,1,3,1,2,2,1,1,3,4,4,2,1,3.5,1,5,3.625,1.875,2.2,16,9,8,5,2.25,3.33333333333333,3,4.77777777777778,5,1
"46",23,"Feminino",1,"Branco",2,"Universidade São Miguel",2,2,"Fonoaudiologia",9.1,3,2,1,2,4,5,5,2,2,1,5,5,1,5,5,5,5,1,5,5,4,5,3,5,2,3,3,1,5,4,5,5,2,5,3,5,5,1,5,5,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,2,5,1,1,4,1,5,5,4,1,1,1,5,5,4,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,0,5,1,4,5,3,5,1,5,4,1,5,3,5,4,5,3,1,5,1,5,2,1,3,5,4,5,5,3,4,2,5,5,4,4,5,4,4,1,4,3,5,2,1,4,1,2,2,2,1,2,1,3,2,2,2,2,1,2,3,2,2,1,4.625,4.625,1.625,4.75,3.625,4.4,18,11,5,8,3.875,3,5,4.44444444444444,5,3
"47",25,"Feminino",1,"Branco",1,"UFPE - campus Recife",1,6,"Bacharelado em Arquitetura, Urbanismo e Paisagismo",8.01,1,1,1,2,2,5,4,4,2,3,4,4,4,2,4,5,5,5,2,5,4,1,5,1,5,3,4,4,2,3,5,2,5,2,3,5,4,4,2,2,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,5,1,4,5,1,1,5,1,5,5,5,1,3,5,3,5,4,1,4,1,5,1,1,1,1,0,1,1,1,1,1,0,1,2,2,4,4,2,5,4,5,4,2,5,4,4,2,5,4,2,5,2,4,3,3,4,3,5,3,5,2,2,1,5,1,5,4,4,1,3,4,5,4,5,5,1,3,1,2,1,1,2,2,2,3,2,1,2,1,1,2,3,3,1,1,1.875,4.125,4.375,3.375,3.375,2.875,17,10,9,7,2.125,2.66666666666667,3.66666666666667,4.44444444444444,5,0
"48",21,"Feminino",1,"Branco",1,"UFRPE",1,1,"Licenciatura plena em pedagogia",9,1,1,1,2,4,3,4,5,3,3,1,3,5,3,4,1,4,5,5,4,1,3,5,4,3,1,2,5,4,3,1,4,5,5,4,1,4,5,5,3,3,4,5,5,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,4,4,1,3,4,2,2,3,1,5,5,5,1,3,4,1,2,3,2,5,3,5,1,1,1,1,0,1,1,1,1,1,0,0,3,5,4,4,3,4,4,3,3,5,3,5,2,1,4,5,4,4,4,4,2,3,2,4,5,2,4,4,1,2,5,3,5,4,3,4,2,3,3,4,4,5,2,2,1,2,2,1,1,2,1,3,1,1,2,2,1,3,4,3,2,1,4.25,1.5,5,3.5,3.5,2.75,16,9,4,4,1.75,4.33333333333333,3,3.33333333333333,3.66666666666667,1
"49",20,"Feminino",1,"Preto",2,"UPE",1,2,"Medicina",8.91,1,1,1,1,2,5,5,1,5,5,5,5,1,5,5,5,5,2,5,3,4,5,2,5,1,5,5,2,5,5,5,5,1,5,2,5,5,3,2,1,3,4,1,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,1,2,3,1,1,2,1,5,5,5,2,2,5,4,4,5,5,5,5,5,1,1,1,1,1,0,1,1,1,1,0,1,5,3,3,4,5,5,2,4,4,2,4,2,5,4,3,1,4,4,1,5,2,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,2,5,4,4,1,1,5,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,4,2,1,4.625,4.625,1.625,4.875,3,4.3,17,10,7,3,4.75,3.5,3.66666666666667,4.66666666666667,3.66666666666667,5
"50",20,"Feminino",1,"Pardo",2,"Ufrpe",1,1,"Pedagogia",0,1,1,1,1,5,5,4,2,4,5,5,3,2,5,5,5,5,5,5,5,5,5,4,4,4,5,3,3,5,5,5,3,3,5,5,5,4,2,5,5,5,5,5,5,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,5,5,2,3,4,1,1,1,1,5,4,5,1,1,4,1,4,5,1,5,1,5,1,1,1,1,0,1,1,1,0,0,0,1,5,2,4,4,4,3,1,5,5,2,5,1,5,2,4,2,1,5,4,4,2,1,3,3,5,5,5,2,3,1,5,3,4,3,4,2,4,3,5,5,5,1,1,3,1,2,2,1,1,2,1,3,2,1,2,2,2,2,3,2,2,1,4.75,5,3.25,4,4.875,4.275,15,8,7,9,4.375,3,3.66666666666667,4.55555555555556,4.66666666666667,2
"51",32,"Feminino",1,"Branco",2,"Estácio de Sá Recife",2,4,"Psicologia",8.4,3,2,2,1,4,5,5,5,5,2,5,4,5,3,3,5,5,5,5,4,3,2,5,3,1,3,1,5,4,2,4,3,3,5,2,5,4,5,5,1,4,5,5,5,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,5,5,4,2,5,1,1,1,2,5,5,5,1,3,5,1,4,3,1,5,5,5,1,1,1,1,1,1,1,1,0,0,0,0,4,5,4,5,4,4,5,5,5,5,4,3,4,1,4,3,4,4,5,4,1,5,3,1,5,3,5,4,1,4,4,1,5,5,5,5,3,4,4,2,5,3,4,4,1,2,1,2,1,2,1,3,1,2,2,2,2,4,4,3,2,1,4.375,4.25,4.75,3.625,2.375,3.175,16,8,8,7,3,4.66666666666667,2.5,4.22222222222222,4.33333333333333,4
"52",30,"Feminino",1,"Preto",2,"ESUDA",2,2,"Psicologia",8.75,3,1,2,2,3,5,5,3,4,4,5,4,5,4,4,5,5,3,4,5,3,2,4,4,3,5,4,2,4,4,5,2,3,3,5,5,5,3,1,4,4,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,5,5,1,3,4,1,1,3,1,5,3,5,1,1,5,1,5,2,2,4,3,5,1,1,1,1,0,1,0,1,1,1,1,1,5,3,2,5,3,4,4,5,4,2,4,5,4,2,5,5,2,5,4,4,2,4,1,3,5,3,4,2,3,1,4,2,5,5,4,3,3,1,4,4,5,4,1,4,1,2,2,2,1,2,1,3,1,2,2,2,2,4,4,3,2,1,3.375,4.625,3.5,3.875,4,3.675,17,10,7,8,2.625,3.83333333333333,3.66666666666667,4.33333333333333,5,4
"53",19,"Feminino",1,"Preto",2,"UPE",1,2,"Medicina",9.08,1,1,1,1,1,4,5,5,3,5,5,5,4,4,4,5,5,5,3,5,5,2,5,3,1,4,4,5,4,5,5,4,5,3,5,5,5,5,3,2,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,4,1,2,5,4,1,1,1,5,4,5,1,1,5,5,5,4,1,3,3,5,1,1,1,1,1,1,1,1,1,1,0,1,4,4,2,5,3,5,1,5,4,5,5,3,5,2,5,5,1,5,1,5,1,2,3,1,5,4,5,4,5,2,5,4,5,5,5,5,4,1,5,5,5,3,1,5,2,2,2,1,2,2,2,3,2,1,2,2,2,4,4,4,2,3,3.5,4.75,4.75,4.375,3.5,3.475,18,11,7,7,3.375,4.5,4.83333333333333,4.88888888888889,5,3
"54",24,"Feminino",1,"Pardo",2,"Unicap",2,6,"Engenheira Civil",8.02,3,1,2,1,5,5,5,2,5,5,5,3,4,4,5,5,5,2,5,5,5,3,5,4,4,4,2,3,4,5,5,3,3,3,5,5,4,5,5,5,5,5,4,5,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,4,2,4,5,2,3,1,1,5,4,5,1,3,5,3,5,3,3,5,2,5,1,1,1,1,0,0,1,0,0,1,1,1,5,5,5,5,3,3,3,5,4,3,3,4,3,1,5,5,4,5,3,5,2,4,4,4,5,5,5,5,5,3,5,3,5,4,5,5,5,2,5,1,4,4,3,3,1,2,2,2,2,2,2,3,2,2,2,2,2,3,4,2,7,1,4.375,4.875,3.5,3.75,4.875,4.075,16,8,8,5,3.5,3.83333333333333,3.16666666666667,4,5,4
"55",21,"Feminino",1,"Branco",1,"Centro Universitário Estácio",2,2,"Psicologia",8.4,1,4,2,2,4,2,3,3,1,3,1,2,2,4,1,1,2,2,4,3,1,1,4,2,4,1,2,1,4,1,1,2,2,3,4,2,4,3,4,3,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,5,5,1,3,5,1,2,2,1,5,5,4,1,1,4,3,5,5,5,4,1,5,1,1,1,1,1,1,1,0,0,0,0,0,3,4,4,2,1,4,3,4,2,5,2,4,5,2,5,5,1,4,5,4,1,2,3,4,5,3,4,4,3,1,5,3,5,2,4,4,2,4,1,4,3,4,1,3,1,2,1,1,2,2,1,3,1,1,2,1,1,2,3,3,2,1,3.25,1.25,2.375,2.5,2.875,2.7,17,7,7,6,2.125,3.83333333333333,3,3.55555555555556,4.33333333333333,0
"56",54,"Feminino",1,"Branco",1,"Estácio Abdias de Carvalho",2,2,"Psicologia",8.8,1,2,2,1,3,4,4,3,5,3,3,5,3,5,5,5,5,4,5,4,3,5,4,4,4,4,4,4,5,4,4,5,4,5,5,4,5,4,5,4,4,5,4,5,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,3,3,5,2,4,5,4,3,1,3,1,5,5,3,1,1,5,1,5,3,1,1,4,5,1,1,1,1,1,1,1,1,1,0,1,0,5,3,3,5,5,5,2,5,4,4,4,3,4,4,5,4,4,5,2,5,3,4,3,2,5,5,5,4,5,3,5,3,3,4,3,4,4,1,3,4,5,1,4,2,9,2,2,2,2,2,2,3,2,2,2,2,2,4,4,4,2,8,4.875,3.875,3.75,4.75,4,3.95,13,10,5,6,4.25,3.33333333333333,3.83333333333333,3.33333333333333,5,NA
"57",29,"Feminino",1,"Preto",1,"UFRPE",1,3,"licenciatura em ciências biológicas",8.39,3,1,1,1,4,4,4,4,3,4,3,4,2,5,5,5,4,4,5,5,2,5,4,5,4,4,5,2,5,5,3,2,3,4,5,3,4,1,5,4,3,5,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,5,1,5,4,1,3,3,1,5,5,5,1,2,5,1,5,3,3,5,1,4,1,1,1,1,1,1,0,1,1,1,1,1,3,5,2,4,2,5,2,5,1,5,3,3,5,4,5,5,3,5,2,4,2,3,3,4,4,3,3,3,4,1,5,4,4,4,2,3,4,1,3,5,5,5,5,1,1,1,1,1,1,2,1,3,1,1,2,2,1,2,2,2,2,1,4.625,3.375,3,4.125,4.5,3.925,16,11,8,6,2.625,3.5,4,2.66666666666667,5,1
"58",24,"Masculino",1,"Preto",2,"UFRPE",1,2,"Licenciatura em Ciências Biológicas",9.4,3,1,1,1,5,5,3,5,5,5,5,4,4,5,5,5,5,1,5,5,5,4,2,5,1,5,1,1,5,5,5,3,1,4,5,4,5,1,3,2,3,3,2,5,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,5,5,1,5,5,1,1,3,1,5,5,5,1,1,5,3,4,5,5,5,5,5,1,1,1,1,1,1,1,0,1,1,1,0,5,3,5,5,2,3,1,5,4,1,5,2,3,3,5,3,2,5,4,3,2,4,3,1,5,5,5,5,3,3,5,4,5,1,5,2,3,1,5,4,4,2,1,5,1,2,2,1,2,2,1,3,1,1,2,2,2,2,4,3,1,1,4.625,4.625,2.125,3.5,4.125,4.15,15,10,8,7,3.625,2.33333333333333,3.5,4.66666666666667,5,2
"59",31,"Feminino",1,"Branco",1,"Faculdade de Ciências Humanas - Esuda",2,3,"Psicologia",8,3,1,1,1,5,4,4,5,5,4,3,3,5,5,4,4,5,5,5,4,3,2,5,5,4,3,3,4,5,2,3,2,5,5,3,3,4,3,5,3,4,5,4,5,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,5,5,1,1,4,1,1,1,1,5,5,5,1,1,5,1,5,1,1,4,1,4,1,1,1,1,1,1,1,1,0,0,0,0,4,1,2,4,4,5,3,5,4,1,4,5,2,4,5,4,3,5,1,4,3,2,4,4,4,4,5,2,4,1,5,3,3,3,5,1,4,3,3,5,5,3,3,1,1,2,2,1,2,2,1,3,1,1,2,2,2,2,4,2,1,1,5,3.375,4.5,3.5,3.625,3.4,12,8,7,10,3.25,2,4,3.22222222222222,5,2
"60",20,"Feminino",1,"Preto",2,"UPE",1,2,"Medicina",8.71,1,1,1,1,2,4,5,3,5,5,5,4,2,5,3,4,5,1,4,5,4,5,5,4,4,5,3,4,5,4,5,5,3,5,3,5,5,2,5,2,5,4,5,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,3,5,1,1,1,5,5,4,1,1,5,1,2,5,1,4,2,5,1,1,1,1,1,1,1,1,1,1,0,1,5,3,2,5,5,5,1,5,4,3,2,4,4,4,5,5,1,5,4,5,3,4,5,5,5,5,5,4,5,2,5,5,2,3,3,3,4,1,4,5,5,1,1,3,1,2,2,2,2,2,1,3,2,1,2,2,2,3,4,3,2,3,4.75,4.625,3.125,4.5,3.5,4.05,17,11,4,9,4,2.5,4,3.55555555555556,5,3
